IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
132.145.115.17,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,78,0
168.138.208.164,8443,0,TRUE,NRT,Asia Pacific,Tokyo,78,0
150.230.216.34,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,78,0
150.230.200.210,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,79,0
140.238.60.177,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,79,0
150.230.219.168,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,80,0
168.138.197.222,2083,0,TRUE,NRT,Asia Pacific,Tokyo,81,0
140.238.53.190,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,81,0
168.138.206.109,2096,0,TRUE,NRT,Asia Pacific,Tokyo,81,0
168.138.208.17,2087,0,TRUE,NRT,Asia Pacific,Tokyo,81,0
158.179.186.251,2087,0,TRUE,NRT,Asia Pacific,Tokyo,82,0
140.238.40.136,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,83,0
168.138.205.195,2096,0,TRUE,NRT,Asia Pacific,Tokyo,83,0
168.138.15.75,443,0,TRUE,MEL,Oceania,Melbourne,83,0
150.230.196.73,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,83,0
168.138.211.131,2053,0,TRUE,NRT,Asia Pacific,Tokyo,83,0
155.248.187.37,2083,0,TRUE,NRT,Asia Pacific,Tokyo,83,0
141.147.169.195,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,83,0
168.138.200.159,2083,0,TRUE,NRT,Asia Pacific,Tokyo,84,0
168.138.212.74,8443,0,TRUE,NRT,Asia Pacific,Tokyo,86,0
150.230.202.132,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,87,0
168.138.211.131,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,88,0
155.248.180.57,2087,0,TRUE,NRT,Asia Pacific,Tokyo,88,0
168.138.206.68,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,88,0
141.147.181.148,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,89,0
150.230.213.95,2053,0,TRUE,NRT,Asia Pacific,Tokyo,89,0
150.230.202.132,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,89,0
168.138.200.159,2096,0,TRUE,NRT,Asia Pacific,Tokyo,90,0
129.151.134.185,443,443,TRUE,HKG,Asia Pacific,Hong Kong,90,0
141.147.174.7,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,90,0
168.138.205.195,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,91,0
168.138.192.185,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,92,0
168.138.195.31,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,92,0
132.226.5.76,2087,0,TRUE,NRT,Asia Pacific,Tokyo,92,0
168.138.201.0,443,0,TRUE,NRT,Asia Pacific,Tokyo,92,0
141.147.167.40,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,93,0
140.238.34.208,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,93,0
168.138.215.188,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,93,0
152.70.237.179,443,0,TRUE,NRT,Asia Pacific,Tokyo,94,0
131.186.47.223,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,94,0
140.238.50.99,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,95,0
131.186.59.94,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,96,0
141.147.168.159,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,97,0
132.145.114.250,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,98,0
150.230.212.9,2087,0,TRUE,NRT,Asia Pacific,Tokyo,99,0
130.162.134.215,2052,0,TRUE,NRT,Asia Pacific,Tokyo,100,0
141.147.178.202,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,100,0
138.2.10.251,2096,0,TRUE,NRT,Asia Pacific,Tokyo,101,0
141.147.182.70,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,101,0
141.147.183.96,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,102,0
132.145.121.125,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,102,0
141.147.166.95,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,102,0
132.145.81.117,443,0,TRUE,ICN,Asia Pacific,Seoul,102,0
146.56.151.87,2087,2096,TRUE,ICN,Asia Pacific,Seoul,103,0
132.145.117.216,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,104,0
132.145.121.175,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,105,0
141.147.164.123,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,107,0
131.186.37.49,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,107,0
131.186.63.35,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,108,0
193.122.125.174,2053,443,TRUE,ICN,Asia Pacific,Seoul,109,0
131.186.43.107,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,110,0
131.186.39.42,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,112,0
141.147.169.195,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,117,0
141.147.160.86,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,119,0
141.147.164.123,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,122,0
141.147.164.54,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,131,0
141.147.164.123,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,133,0
141.147.168.13,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,135,0
141.147.166.189,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,137,0
129.154.50.220,443,443,TRUE,ICN,Asia Pacific,Seoul,139,0
131.186.43.107,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,140,0
141.147.181.148,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,140,0
141.147.174.7,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,141,0
168.138.196.164,8443,0,TRUE,HKG,Asia Pacific,Hong Kong,141,0
141.147.164.153,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,151,0
141.147.178.115,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,164,0
141.148.245.148,443,443,TRUE,FRA,Europe,Frankfurt,174,0
89.168.89.117,443,443,TRUE,FRA,Europe,Frankfurt,183,0
129.146.83.33,8443,8443,TRUE,LAX,North America,Los Angeles,188,0
129.146.243.241,443,0,TRUE,LAX,North America,Los Angeles,190,0
129.146.240.62,443,443,TRUE,LAX,North America,Los Angeles,192,0
89.168.96.170,443,443,TRUE,FRA,Europe,Frankfurt,192,0
141.148.228.109,443,443,TRUE,FRA,Europe,Frankfurt,193,0
89.168.110.2,443,443,TRUE,AMS,Europe,Amsterdam,195,0
129.146.7.98,443,443,TRUE,LAX,North America,Los Angeles,196,0
131.186.37.69,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,207,0
89.168.124.248,443,443,TRUE,FRA,Europe,Frankfurt,208,0
158.101.10.105,443,443,TRUE,LAX,North America,Los Angeles,217,0
158.180.43.112,443,0,TRUE,FRA,Europe,Frankfurt,218,0
144.24.165.139,443,443,TRUE,FRA,Europe,Frankfurt,218,0
158.101.169.13,2053,443,TRUE,FRA,Europe,Frankfurt,229,0
132.226.208.137,443,443,TRUE,FRA,Europe,Frankfurt,230,0
130.162.250.149,443,0,TRUE,FRA,Europe,Frankfurt,233,0
89.168.117.232,443,443,TRUE,FRA,Europe,Frankfurt,237,0
150.230.124.215,443,0,TRUE,FRA,Europe,Frankfurt,245,0
141.148.240.244,443,443,TRUE,FRA,Europe,Frankfurt,266,0
192.18.145.19,2096,443,TRUE,YYZ,North America,Toronto,324,0
129.153.51.128,443,0,TRUE,YYZ,North America,Toronto,327,0
192.18.159.129,443,0,TRUE,ORD,North America,Chicago,332,0
164.152.26.70,2086,443,TRUE,ORD,North America,Chicago,335,0
129.80.116.250,443,443,TRUE,IAD,North America,Ashburn,347,0
192.18.149.159,443,443,TRUE,YYZ,North America,Toronto,389,0
192.18.149.159,8080,443,TRUE,YYZ,North America,Toronto,403,0
150.230.44.131,8443,0,TRUE,SJC,North America,San Jose,449,0
